,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY,GENERAL PERCENT,,,,,,
315,CA,California,28,H4CA28085,,Sam,Yousuf,"Yousuf, Sam",W(R),,,,,,,
316,CA,California,28,n/a,,,,,,,,,,,,
317,CA,California,29,H2CA28113,(I),Tony,Cardenas,"Cardenas, Tony",D,"74,61%",,,,,,
318,CA,California,29,H4CA29133,,William O'Callaghan,Leader,"Leader, William O'Callaghan",R,"25,39%",,,,,,
319,CA,California,29,H4CA29125,,Venice J.,Gamble,"Gamble, Venice J.",D,,,,,,,
320,CA,California,29,n/a,,,,,,,,,,,,
321,CA,California,30,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",D,"65,64%",,,,,,
322,CA,California,30,H0CA27101,,Mark S.,Reed,"Reed, Mark S.",R,"34,36%",,,,,,
323,CA,California,30,H4CA30081,,Pablo,Kleinman,"Kleinman, Pablo",R,,,,,,,
324,CA,California,30,H4CA30099,,Marc,Litchman,,D,,,,,,,
325,CA,California,30,H2CA30259,,Michael W.,Powelson,"Powelson, Michael W.",GRE,,,,,,,
326,CA,California,30,H4CA30123,,A.,Rab,"Rab, A.",W(NOP),,,,,,,
327,CA,California,30,n/a,,,,,,,,,,,,
328,CA,California,31,H2CA31125,,Pete,Aguilar,"Aguilar, Pete",D,"51,73%",,,,,,
329,CA,California,31,H4CA31071,,Paul,Chabot,"Chabot, Paul",R,"48,27%",,,,,,
330,CA,California,31,H4CA31089,,Lesli,Gooch,"Gooch, Lesli",R,,,,,,,
331,CA,California,31,H4CA31055,,Eloise Gomez,Reyes,,D,,,,,,,
332,CA,California,31,H6CA42099,,Joe,Baca,"Baca, Joe",D,,,,,,,
333,CA,California,31,H4CA31063,,Danny,Tillman,"Tillman, Danny",D,,,,,,,
334,CA,California,31,H4CA31105,,Ryan,Downing,"Downing, Ryan",R,,,,,,,
335,CA,California,31,n/a,,,,,,,,,,,,
336,CA,California,32,H8CA34068,(I),Grace F.,Napolitano,"Napolitano, Grace F.",D,"59,66%",,,,,,
337,CA,California,32,H4CA32103,,Arturo Enrique,Alas,"Alas, Arturo Enrique",R,"40,34%",,,,,,
338,CA,California,32,n/a,,,,,,,,,,,,
339,CA,California,33,H4CA33119,,Ted,Lieu,"Lieu, Ted",D,"59,19%",,,,,,
340,CA,California,33,H4CA33135,,Elan,Carr,,R,"40,81%",,,,,,
341,CA,California,33,H4CA33101,,Wendy,Greuel,"Greuel, Wendy",D,,,,,,,
342,CA,California,33,H4CA33085,,Marianne,Williamson,,NOP,,,,,,,
343,CA,California,33,H4CA33168,,Matt,Miller,"Miller, Matt",D,,,,,,,
344,CA,California,33,H4CA33200,,Lily,Gilani,"Gilani, Lily",R,,,,,,,
345,CA,California,33,H4CA33218,,Kevin,Mottus,"Mottus, Kevin",R,,,,,,,
346,CA,California,33,H4CA33127,,Barbara L.,Mulvaney,"Mulvaney, Barbara L.",D,,,,,,,
347,CA,California,33,H4CA33143,,David,Kanuth,"Kanuth, David",D,,,,,,,
348,CA,California,33,H4CA33184,,Kristie,Holmes,,D,,,,,,,
349,CA,California,33,H4CA33234,,Mark Matthew,Herd,"Herd, Mark Matthew",LIB,,,,,,,
350,CA,California,33,H4CA33226,,Michael Ian,Sachs,"Sachs, Michael Ian",GRE,,,,,,,
351,CA,California,33,H4CA33192,,Michael,Shapiro,"Shapiro, Michael",D,,,,,,,
352,CA,California,33,H4CA33176,,Tom,Fox,"Fox, Tom",NOP,,,,,,,
353,CA,California,33,H2CA33121,,"Zein E., Jr.",Obagi,"Obagi, Zein E., Jr.",D,,,,,,,
354,CA,California,33,H2CA36421,,Vince,Flaherty,"Flaherty, Vince",D,,,,,,,
355,CA,California,33,H4CA33093,,James,Graf,"Graf, James",D,,,,,,,
356,CA,California,33,H4CA33242,,Brent C.,Roske,"Roske, Brent C.",NOP,,,,,,,
357,CA,California,33,H4CA33259,,Theo,Milonopoulos,"Milonopoulos, Theo",W(NOP),,,,,,,
358,CA,California,33,n/a,,,,,,,,,,,,
359,CA,California,34,H2CA30143,(I),Xavier,Becerra,"Becerra, Xavier",D,"72,54%",,,,,,
360,CA,California,34,H4CA34075,,Adrienne Nicole,Edwards,"Edwards, Adrienne Nicole",D,"27,46%",,,,,,
361,CA,California,34,H2CA34053,,Howard,Johnson,"Johnson, Howard",PAF,,,,,,,
362,CA,California,34,H4CA34067,,Jonathan Turner,Smith,"Smith, Jonathan Turner",W(NOP),,,,,,,
363,CA,California,34,n/a,,,,,,,,,,,,
364,CA,California,35,H4CA35031,,Norma J.,Torres,"Torres, Norma J.",D,"63,45%",,,,,,
365,CA,California,35,H4CA35049,,Christina,Gagnier,"Gagnier, Christina",D,"36,55%",,,,,,
366,CA,California,35,H4CA35056,,Scott,Heydenfeldt,"Heydenfeldt, Scott",D,,,,,,,
367,CA,California,35,H2CA35126,,Anthony,Vieyra,"Vieyra, Anthony",D,,,,,,,
368,CA,California,35,H4CA35064,,"Benjamin ""Ben""",Lopez,"Lopez, Benjamin ""Ben""",W(R),,,,,,,
369,CA,California,35,n/a,,,,,,,,,,,,
370,CA,California,36,H2CA36439,(I),Raul,Ruiz,"Ruiz, Raul",D,"54,18%",,,,,,
371,CA,California,36,H4CA36120,,Brian,Nestande,"Nestande, Brian",R,"45,82%",,,,,,
372,CA,California,36,H2CA53012,,Ray,Haynes,"Haynes, Ray",R,,,,,,,
373,CA,California,36,n/a,,,,,,,,,,,,
374,CA,California,37,H0CA33117,(I),Karen,Bass,"Bass, Karen",D,"84,28%",,,,,,
375,CA,California,37,H4CA37078,,R. Adam,King,"King, R. Adam",R,"15,72%",,,,,,
376,CA,California,37,H0CA33109,,Mervin,Evans,"Evans, Mervin",D,,,,,,,
377,CA,California,37,n/a,,,,,,,,,,,,
378,CA,California,38,H2CA39078,(I),Linda T.,Sanchez,"Sanchez, Linda T.",D,"59,09%",,,,,,
379,CA,California,38,H2CA38237,,Benjamin,Campos,"Campos, Benjamin",R,"40,91%",,,,,,
380,CA,California,38,n/a,,,,,,,,,,,,
381,CA,California,39,H6CA39020,(I),Ed,Royce,"Royce, Ed",R,"68,54%",,,,,,
382,CA,California,39,H4CA39041,,Peter O.,Anderson,"Anderson, Peter O.",D,"31,46%",,,,,,
383,CA,California,39,n/a,,,,,,,,,,,,
384,CA,California,40,H2CA33048,(I),Lucille,Roybal-Allard,,D,"61,18%",,,,,,
385,CA,California,40,H0CA34099,,David,Sanchez,"Sanchez, David",D,"38,82%",,,,,,
386,CA,California,40,n/a,,,,,,,,,,,,
387,CA,California,41,H2CA43245,(I),Mark,Takano,"Takano, Mark",D,"56,64%",,,,,,
388,CA,California,41,H4CA41120,,Steve,Adams,"Adams, Steve",R,"43,36%",,,,,,
389,CA,California,41,H4CA41138,,Veronica,Franco,,D,,,,,,,
390,CA,California,41,H4CA41146,,Yvonne Terrell,Girard,"Girard, Yvonne Terrell",R,,,,,,,
391,CA,California,41,n/a,,,,,,,,,,,,
392,CA,California,42,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",R,"65,74%",,,,,,
393,CA,California,42,H4CA42086,,Tim,Sheridan,"Sheridan, Tim",D,"34,26%",,,,,,
394,CA,California,42,H4CA42094,,Chris,Marquez,"Marquez, Chris",D,,,,,,,
395,CA,California,42,H4CA42060,,Kerri,Condley,"Condley, Kerri",D,,,,,,,
396,CA,California,42,H4CA42110,,Floyd,Harvey,,W(R),,,,,,,
397,CA,California,42,n/a,,,,,,,,,,,,
398,CA,California,43,H4CA23011,(I),Maxine,Waters,"Waters, Maxine",D,"70,96%",,,,,,
399,CA,California,43,H4CA43084,,"John, Jr.",Wood,"Wood, John, Jr.",R,"29,04%",,,,,,
400,CA,California,43,H4CA43092,,Brandon M.,Cook,"Cook, Brandon M.",W(AIP),,,,,,,
401,CA,California,43,n/a,,,,,,,,,,,,
402,CA,California,44,H8CA36097,(I),Janice,Hahn,"Hahn, Janice",D,"86,65%",,,,,,
403,CA,California,44,H4CA44165,,Adam,Shbeita,"Shbeita, Adam",W(PAF)/PAF,"13,35%",,,,,,
404,CA,California,44,n/a,,,,,,,,,,,,
405,CA,California,45,H4CA45097,,Mimi,Walters,"Walters, Mimi",R,"65,12%",,,,,,
406,CA,California,45,H4CA49107,,Drew E.,Leavens,"Leavens, Drew E.",D,"34,88%",,,,,,
407,CA,California,45,H4CA45089,,Greg,Raths,"Raths, Greg",R,,,,,,,
408,CA,California,45,H2CA36397,,Al,Salehi,"Salehi, Al",NOP,,,,,,,
409,CA,California,45,n/a,,,,,,,,,,,,
410,CA,California,46,H6CA46033,(I),Loretta,Sanchez,,D,"59,70%",,,,,,
411,CA,California,46,H4CA46129,,Adam,Nick,"Nick, Adam",R,"40,30%",,,,,,
412,CA,California,46,H2CA46123,,John J.,Cullum,"Cullum, John J.",R,,,,,,,
413,CA,California,46,H4CA46111,,Carlos,Vazquez,,R,,,,,,,
414,CA,California,46,H4CA46103,,Ehab,Atalla,"Atalla, Ehab",D,,,,,,,
415,CA,California,46,n/a,,,,,,,,,,,,
416,CA,California,47,H2CA00104,(I),Alan,Lowenthal,"Lowenthal, Alan",D,"55,99%",,,,,,
417,CA,California,47,H4CA47069,,Andy,Whallon,"Whallon, Andy",R,"44,01%",,,,,,
418,CA,California,47,H4CA47077,,George,Brogan,"Brogan, George",W(R),,,,,,,
419,CA,California,47,n/a,,,,,,,,,,,,
420,CA,California,48,H8CA42061,(I),Dana,Rohrabacher,"Rohrabacher, Dana",R,"64,12%",,,,,,
421,CA,California,48,H4CA48042,,Suzanne Joyce,Savary,"Savary, Suzanne Joyce",D,"35,88%",,,,,,
422,CA,California,48,H4CA48034,,Wendy Brooks,Leece,,R,,,,,,,
423,CA,California,48,H4CA48059,,David,Burns,"Burns, David",D,,,,,,,
424,CA,California,48,H2CA46040,,Robert John,Banuelos,"Banuelos, Robert John",D,,,,,,,
425,CA,California,48,n/a,,,,,,,,,,,,
426,CA,California,49,H0CA48024,(I),Darrell,Issa,"Issa, Darrell",R,"60,17%",,,,,,
427,CA,California,49,H4CA49099,,Dave,Peiser,"Peiser, Dave",D,"39,83%",,,,,,
428,CA,California,49,H4CA49123,,Noboru,Isagawa,"Isagawa, Noboru",D,,,,,,,
429,CA,California,49,H4CA49115,,Johnny,Moore,"Moore, Johnny",W(D),,,,,,,
430,CA,California,49,n/a,,,,,,,,,,,,
431,CA,California,50,H8CA52052,(I),Duncan D.,Hunter,"Hunter, Duncan D.",R,"71,20%",,,,,,
432,CA,California,50,H2CA50166,,James H.,Kimber,"Kimber, James H.",D,"28,80%",,,,,,
433,CA,California,50,H0CA52018,,Michael,Benoit,"Benoit, Michael",LIB,,,,,,,
434,CA,California,50,n/a,,,,,,,,,,,,
435,CA,California,51,H2CA50026,(I),Juan,Vargas,,D,"68,79%",,,,,,
436,CA,California,51,H4CA51079,,Stephen,Meade,,R,"31,21%",,,,,,
437,CA,California,51,H4CA51087,,Ernest,Griffes,"Griffes, Ernest",W(R),,,,,,,
438,CA,California,51,n/a,,,,,,,,,,,,
439,CA,California,52,H2CA52089,(I),Scott,Peters,"Peters, Scott",D,"51,59%",,,,,,
440,CA,California,52,H4CA52051,,Carl,DeMaio,"DeMaio, Carl",R,"48,41%",,,,,,
441,CA,California,52,H4CA52069,,Kirk,Jorgensen,"Jorgensen, Kirk",R,,,,,,,
442,CA,California,52,H4CA52077,,"Fred J., Jr.",Simon,,R,,,,,,,
443,CA,California,52,n/a,,,,,,,,,,,,
444,CA,California,53,H0CA49055,(I),Susan A.,Davis,"Davis, Susan A.",D,"58,84%",,,,,,
445,CA,California,53,H4CA53059,,Larry A.,Wilske,"Wilske, Larry A.",R,"41,16%",,,,,,
446,CA,California,53,H4CA53075,,Wayne S.,WAHR,"True, Wayne S.",R,,,,,,,
447,CA,California,53,H4CA53091,,John R.,Edwards,,R,,,,,,,
448,CA,California,53,H4CA53042,,Joel,Marchese,"Marchese, Joel",R,,,,,,,
449,CA,California,53,H4CA53067,,Jim,Stieringer,"Stieringer, Jim",R,,,,,,,
450,CA,California,53,H4CA53083,,John W.,Campbell,"Campbell, John W.",NOP,,,,,,,
451,CA,California,53,H4CA53109,,Christina,Bobb,"Bobb, Christina",NOP,,,,,,,
452,CA,California,53,n/a,,,,,,,,,,,,
453,CA,California,H,n/a,,,,,,,,,,,,
454,,,,n/a,,,,,,,,,,,,
455,CO,Colorado,1,H6CO01141,(I),Diana,DeGette,"DeGette, Diana",D,"65,81%",,,,,,
456,CO,Colorado,1,n/a,,,,,D,,,,,,,
457,CO,Colorado,1,H4CO01112,,Martin,Walsh,"Walsh, Martin",R,"28,97%",,,,,,
458,CO,Colorado,1,H4CO01120,,Kathleen,Cunningham,"Cunningham, Kathleen",W(R),,,,,,,
459,CO,Colorado,1,n/a,,,,,R,,,,,,,
460,CO,Colorado,1,H2CO01140,,Frank,Atwood,"Atwood, Frank",LIB,"3,34%",,,,,,
461,CO,Colorado,1,n/a,,,,,,,,,,,,
462,CO,Colorado,1,H2CO01124,,Danny E.,Stroud,"Stroud, Danny E.",UN,"1,88%",,,,,,
463,CO,Colorado,1,H4CO01146,,Daniel,Kirschler,"Kirschler, Daniel",W,"0,00%",,,,,,
464,CO,Colorado,1,H4CO01138,,Logan,Blackburn,"Blackburn, Logan",W,"0,00%",,,,,,
465,CO,Colorado,1,n/a,,,,,,,,,,,,
466,CO,Colorado,,n/a,,,,,,,,,,,,
467,CO,Colorado,2,H8CO02137,(I),Jared,Polis,"Polis, Jared",D,"56,74%",,,,,,
468,CO,Colorado,2,n/a,,,,,D,,,,,,,
469,CO,Colorado,2,H4CO02094,,George,Leing,"Leing, George",R,"43,26%",,,,,,
470,CO,Colorado,2,n/a,,,,,R,,,,,,,
471,CO,Colorado,2,n/a,,,,,,,,,,,,
472,CO,Colorado,,n/a,,,,,,,,,,,,
473,CO,Colorado,3,H6CO03139,(I),Scott R.,Tipton,"Tipton, Scott R.",R,"57,98%",,,,,,
474,CO,Colorado,3,H4CO03266,,David,Cox,"Cox, David",R,,,,,,,
475,CO,Colorado,3,n/a,,,,,R,,,,,,,
476,CO,Colorado,3,H4CO00023,,Abel J.,Tapia,"Tapia, Abel J.",D,"35,70%",,,,,,
477,CO,Colorado,3,n/a,,,,,D,,,,,,,
478,CO,Colorado,3,H2CO03146,,Tisha T.,Casida,,UN,"4,02%",,,,,,
479,CO,Colorado,3,H4CO03274,,Travis,Mero,"Mero, Travis",LIB,"2,30%",,,,,,
480,CO,Colorado,3,n/a,,,,,,,,,,,,
481,CO,Colorado,,n/a,,,,,,,,,,,,
482,CO,Colorado,4,H4CO04090,,Ken,Buck,"Buck, Ken",R,"64,67%",,,,,,
483,CO,Colorado,4,H4CO04108,,Scott W.,Renfroe,"Renfroe, Scott W.",R,,,,,,,
484,CO,Colorado,4,H4CO04124,,Barbara J.,Kirkmeyer,"Kirkmeyer, Barbara J.",R,,,,,,,
485,CO,Colorado,4,H4CO04116,,Steve,Laffey,"Laffey, Steve",R,,,,,,,
486,CO,Colorado,4,n/a,,,,,R,,,,,,,
487,CO,Colorado,4,H4CO04074,,Vic,Meyers,"Meyers, Vic",D,"29,22%",,,,,,
488,CO,Colorado,4,H4CO04132,,Dan,Chapin,"Chapin, Dan",W(D),,,,,,,
489,CO,Colorado,4,n/a,,,,,D,,,,,,,
490,CO,Colorado,4,H4CO04140,,Jess,Loban,"Loban, Jess",LIB,"3,31%",,,,,,
491,CO,Colorado,4,H4CO04082,,Grant,Doherty,"Doherty, Grant",UN,"2,80%",,,,,,
492,CO,Colorado,4,n/a,,,,,,,,,,,,
493,CO,Colorado,,n/a,,,,,,,,,,,,
494,CO,Colorado,5,H6CO05159,(I),Doug,Lamborn,"Lamborn, Doug",R,"59,80%",,,,,,
495,CO,Colorado,5,H6CO05191,,Bentley,Rayburn,"Rayburn, Bentley",R,,,,,,,
496,CO,Colorado,5,n/a,,,,,R,,,,,,,
497,CO,Colorado,5,H4CO05055,,Irv,Halter,"Halter, Irv",D,"40,20%",,,,,,
498,CO,Colorado,5,n/a,,,,,D,,,,,,,
499,CO,Colorado,5,n/a,,,,,,,,,,,,
500,CO,Colorado,,n/a,,,,,,,,,,,,
501,CO,Colorado,6,H8CO06138,(I),Mike,Coffman,"Coffman, Mike",R,"51,90%",,,,,,
502,CO,Colorado,6,n/a,,,,,R,,,,,,,
503,CO,Colorado,6,H4CO06087,,Andrew,Romanoff,"Romanoff, Andrew",D,"42,99%",,,,,,
504,CO,Colorado,6,n/a,,,,,D,,,,,,,
505,CO,Colorado,6,H2CO02122,,Norm,Olsen,"Olsen, Norm",LIB,"3,12%",,,,,,
506,CO,Colorado,6,H8CO01089,,Gary,Swing,"Swing, Gary",GRE,"1,99%",,,,,,
507,CO,Colorado,6,n/a,,,,,,,,,,,,
508,CO,Colorado,,n/a,,,,,,,,,,,,
509,CO,Colorado,7,H6CO07023,(I),Ed,Perlmutter,"Perlmutter, Ed",D,"55,07%",,,,,,
510,CO,Colorado,7,n/a,,,,,D,,,,,,,
511,CO,Colorado,7,H4CO07036,,Don,Ytterberg,"Ytterberg, Don",R,"44,93%",,,,,,
512,CO,Colorado,7,n/a,,,,,R,,,,,,,
513,CO,Colorado,7,H2CO07147,,"Douglas ""Dayhorse""",Campbell,,AMC,,,,,,,
514,CO,Colorado,7,n/a,,,,,AMC,,,,,,,
515,CO,Colorado,7,n/a,,,,,,,,,,,,
516,CO,Colorado,H,n/a,,,,,,,,,,,,
517,CO,Colorado,,n/a,,,,,,,,,,,,
518,,,,n/a,,,,,,,,,,,,
519,CT,Connecticut,1,H8CT01046,(I),John B.,Larson,"Larson, John B.",D,"58,49%",,,,,,
520,CT,Connecticut,1,H8CT01046,,John B.,Larson,"Larson, John B.",WF,"3,85%",,,,,,
521,CT,Connecticut,1,H2CT01189,,Matthew M.,Corey,"Corey, Matthew M.",R,"36,08%",,,,,,
522,CT,Connecticut,1,H4CT01060,,Jeffery,Russell,"Russell, Jeffery",GRE,"1,58%",,,,,,
523,CT,Connecticut,1,n/a,,,,,,,,,,,,
524,CT,Connecticut,,n/a,,,,,,,,,,,,
525,CT,Connecticut,2,H2CT02112,(I),Joe,Courtney,"Courtney, Joe",D,"57,60%",,,,,,
526,CT,Connecticut,2,H2CT02112,,Joe,Courtney,"Courtney, Joe",WF,"4,67%",,,,,,
527,CT,Connecticut,2,H4CT02068,,Lori,Hopkins-Cavanagh,"Hopkins-Cavanagh, Lori",R,"35,46%",,,,,,
528,CT,Connecticut,2,H4CT02084,,William C.,Clyde,"Clyde, William C.",GRE,"1,12%",,,,,,
529,CT,Connecticut,2,H8CT02085,,Daniel,Reale,"Reale, Daniel ",LIB,"1,14%",,,,,,
530,CT,Connecticut,2,n/a,,,,,,,,,,,,
531,CT,Connecticut,3,H0CT03072,(I),Rosa L.,DeLauro,"DeLauro, Rosa L.",D,"61,93%",,,,,,
532,CT,Connecticut,3,H0CT03072,,Rosa L.,DeLauro,"DeLauro, Rosa L.",WF,"4,99%",,,,,,
533,CT,Connecticut,3,H4CT03082,,James E.,Brown,"Brown, James E.",R,"33,08%",,,,,,
534,CT,Connecticut,3,n/a,,,,,,,,,,,,
535,CT,Connecticut,4,H8CT04172,(I),Jim,Himes,"Himes, Jim",D,"51,01%",,,,,,
536,CT,Connecticut,4,H8CT04172,,Jim,Himes,"Himes, Jim",WF,"2,75%",,,,,,
537,CT,Connecticut,4,H0CT04146,,Dan,Debicella,"Debicella, Dan",R,"44,37%",,,,,,
538,CT,Connecticut,4,H0CT04146,,Dan,Debicella,"Debicella, Dan",IP,"1,87%",,,,,,
539,CT,Connecticut,4,H8CT04172,,Stephen A.,Miller,"Miller, Stephen A.",W,"0,00%",,,,,,
540,CT,Connecticut,4,H8CT04172,,Sophie E.,Pastore,,W,"0,00%",,,,,,
541,CT,Connecticut,4,n/a,,,,,,,,,,,,
542,CT,Connecticut,5,H2CT05131,(I),Elizabeth,Esty,"Esty, Elizabeth",D,"49,82%",,,,,,
543,CT,Connecticut,5,H2CT05131,,Elizabeth,Esty,"Esty, Elizabeth",WF,"3,43%",,,,,,
544,CT,Connecticut,5,H0CT05127,,John J.,Pistone,,PC,"0,92%",,,,,,
545,CT,Connecticut,5,H0CT05150,,Mark,Greenberg,"Greenberg, Mark",R,"43,32%",,,,,,
546,CT,Connecticut,5,H0CT05150,,Mark,Greenberg,"Greenberg, Mark",IP,"2,51%",,,,,,
547,CT,Connecticut,5,n/a,,,,,,,,,,,,
548,CT,Connecticut,H,n/a,,,,,,,,,,,,
549,,,,n/a,,,,,,,,,,,,
550,DE,Delaware,0,H0DE01017,(I),"John C., Jr.",Carney,,D,"59,26%",,,,,,
551,DE,Delaware,0,H0DE01025,,Rose,Izzo,"Izzo, Rose",R,"36,76%",,,,,,
552,DE,Delaware,0,H2DE00155,,Bernard,August,"August, Bernard",GRE,"2,07%",,,,,,
553,DE,Delaware,0,H2DE00148,,Scott,Gesty,"Gesty, Scott",LIB,"1,91%",,,,,,
554,DE,Delaware,0,n/a,,,,,,,,,,,,
555,DE,Delaware,H,n/a,,,,,,,,,,,,
556,DE,Delaware,,n/a,,,,,,,,,,,,
557,,,,n/a,,,,,,,,,,,,
558,DC,District of Columbia,0,H0DC00058,(I),Eleanor H.,Norton,"Norton, Eleanor H.",D,"83,73%",,,,,,
559,DC,District of Columbia,0,n/a,,,Scattered,Scattered,W(D),,,,,,,
560,DC,District of Columbia,0,n/a,,,,,D,,,,,,,
561,DC,District of Columbia,0,H4DC00092,,Nelson F.,Rimensnyder,"Rimensnyder, Nelson F.",R,"6,79%",,,,,,
562,DC,District of Columbia,0,n/a,,,Scattered,Scattered,W(R),,,,,,,
563,DC,District of Columbia,0,n/a,,,,,R,,,,,,,
564,DC,District of Columbia,0,H4DC00076,,Timothy J.,Krepp,,IND,"5,29%",,,,,,
565,DC,District of Columbia,0,n/a,,,,,,,,,,,,
566,DC,District of Columbia,0,H8DC00143,,Natale Lino,Stracuzzi,"Stracuzzi, Natale Lino",DCG,"3,53%",,,,,,
567,DC,District of Columbia,0,n/a,,,Scattered,Scattered,W(DCG),,,,,,,
568,DC,District of Columbia,0,n/a,,,,,DCG,,,,,,,
569,DC,District of Columbia,0,n/a,,,Scattered,Scattered,W,"0,65%",,,,,,
570,DC,District of Columbia,0,H4DC00068,,Sara Jane,Panfil,"Panfil, Sara Jane #",LIB,,,,,,,
571,DC,District of Columbia,0,n/a,,,Scattered,Scattered,W(LIB),,,,,,,
572,DC,District of Columbia,0,n/a,,,,,LIB,,,,,,,
573,DC,District of Columbia,0,n/a,,,,,,,,,,,,
574,DC,District of Columbia,H,n/a,,,,,,,,,,,,
575,,,,n/a,,,,,,,,,,,,
576,FL,Florida,1,H2FL01100,(I),Jeff,Miller,"Miller, Jeff",R,"70,15%",,,,,,
577,FL,Florida,1,H0FL00023,,John E.,Krause,"Krause, John E.",R,,,,,,,
578,FL,Florida,1,n/a,,,,,R,,,,,,,
579,FL,Florida,1,H8FL01099,,Jim,Bryan,"Bryan, Jim",D,"23,36%",,,,,,
580,FL,Florida,1,H4FL01155,,Mark,Wichern,"Wichern, Mark",NPA,"6,49%",,,,,,
581,FL,Florida,1,n/a,,,,,,,,,,,,
582,FL,Florida,2,H4FL02062,,Gwen,Graham,"Graham, Gwen",D,"50,48%",,,,,,
583,FL,Florida,2,H0FL02110,(I),Steve,Southerland,,R,"49,35%",,,,,,
584,FL,Florida,2,H4FL02070,,Luther,Lee,"Lee, Luther ",W,"0,17%",,,,,,
585,FL,Florida,2,n/a,,,,,,,,,,,,
586,FL,Florida,3,H2FL06109,(I),Ted,Yoho,"Yoho, Ted",R,"64,98%",,,,,,
587,FL,Florida,3,H4FL03094,,Jake,Rush,"Rush, Jake ",R,,,,,,,
588,FL,Florida,3,n/a,,,,,R,,,,,,,
589,FL,Florida,3,H4FL03110,,Marihelen,Wheeler,"Wheeler, Marihelen",D,"32,30%",,,,,,
590,FL,Florida,3,H4FL03102,,Howard Term Limits,Lawson,"Lawson, Howard Term Limits",NPA,"2,71%",,,,,,
591,FL,Florida,3,n/a,,,,,,,,,,,,
592,FL,Florida,,n/a,,,,,,,,,,,,
593,FL,Florida,4,H0FL04066,(I),Ander,Crenshaw,"Crenshaw, Ander",R,"78,28%",,,,,,
594,FL,Florida,4,H4FL04035,,Ryman,Shoaf,"Shoaf, Ryman",R,,,,,,,
595,FL,Florida,4,n/a,,,,,R,,,,,,,
596,FL,Florida,4,H4FL04043,,Paula,Moser-Bartlett,"Moser-Bartlett, Paula ",NPA,"15,69%",,,,,,
597,FL,Florida,4,H0FL04116,,Gary L.,Koniz,,NPA,"6,02%",,,,,,
598,FL,Florida,4,H0FL04033,,Deborah Katz,Pueschel,"Pueschel, Deborah Katz",W,"0,01%",,,,,,
599,FL,Florida,4,n/a,,,,,,,,,,,,
600,FL,Florida,,n/a,,,,,,,,,,,,
601,FL,Florida,5,H2FL03056,(I),Corrine,Brown,"Brown, Corrine ",D,"65,47%",,,,,,
602,FL,Florida,5,H4FL05065,,Glo,Smith,"Smith, Glo",R,"34,53%",,,,,,
603,FL,Florida,5,H4FL05073,,Thuy (Twee),Lowe,"Lowe, Thuy (Twee)",R,,,,,,,
604,FL,Florida,5,n/a,,,,,R,,,,,,,
605,FL,Florida,5,n/a,,,,,,,,,,,,
606,FL,Florida,,n/a,,,,,,,,,,,,
607,FL,Florida,6,H2FL00292,(I),Ron,DeSantis,"DeSantis, Ron",R,"62,54%",,,,,,
608,FL,Florida,6,H4FL06022,,David,Cox,"Cox, David",D,"37,46%",,,,,,
609,FL,Florida,6,n/a,,,,,,,,,,,,
610,FL,Florida,7,H2FL08055,(I),John,Mica,,R,"63,60%",,,,,,
611,FL,Florida,7,H4FL07061,,David,Smith,"Smith, David ",R,,,,,,,
612,FL,Florida,7,H4FL07103,,Don,Oehlrich,"Oehlrich, Don",R,,,,,,,
613,FL,Florida,7,H4FL07111,,Kelly,Shirley,"Shirley, Kelly ",R,,,,,,,
614,FL,Florida,7,n/a,,,,,R,,,,,,,
615,FL,Florida,7,H4FL07087,,Wes,Neuman,"Neuman, Wes",D,"32,14%",,,,,,
616,FL,Florida,7,H6FL08130,,Al,Krulick,"Krulick, Al",NPA,"4,26%",,,,,,
617,FL,Florida,7,n/a,,,,,,,,,,,,
618,FL,Florida,8,H8FL15107,(I),Bill,Posey,"Posey, Bill",R,"65,84%",,,,,,
619,FL,Florida,8,H4FL08085,,Gabriel,Rothblatt,"Rothblatt, Gabriel",D,"34,14%",,,,,,
620,FL,Florida,8,H4FL08093,,"Christopher L., Jr",Duncan,"Duncan, Christopher L., Jr",W,"0,02%",,,,,,
621,FL,Florida,8,n/a,,,,,,,,,,,,
622,FL,Florida,9,H6FL08213,(I),Alan,Grayson,"Grayson, Alan",D,"53,97%",,,,,,
623,FL,Florida,9,H0FL24171,,Nick,Ruiz,"Ruiz, Nick",D,,,,,,,
624,FL,Florida,9,n/a,,,,,D,,,,,,,
625,FL,Florida,9,H4FL09083,,Carol,Platt,"Platt, Carol ",R,"43,11%",,,,,,
626,FL,Florida,9,H4FL09109,,Jorge,Bonilla,,R,,,,,,,
627,FL,Florida,9,H4FL09117,,Peter,Vivaldi,"Vivaldi, Peter",R,,,,,,,
628,FL,Florida,9,n/a,,,,,R,,,,,,,
629,FL,Florida,9,H4FL09133,,Marko,Milakovich,"Milakovich, Marko",NPA,"2,91%",,,,,,
630,FL,Florida,9,H4FL09141,,Leon Leo,Ray,"Ray, Leon Leo",W,"0,00%",,,,,,
631,FL,Florida,9,n/a,,,,,,,,,,,,
632,FL,Florida,10,H0FL08208,(I),Daniel,Webster,"Webster, Daniel ",R,"61,54%",,,,,,
